age,job,marital,education,default,balance,housing,loan,contact,month,month_date,duration,campaign,poutcome,subscribed,subscribed_bin,balance_segment,segment,propension_score,score_decile,priorite
30,management,single,tertiary,no,640,no,no,cellular,feb,2025-02-01,124,4,failure,no,0,Q3 — Solde moyen-haut,CHAUD,0.393051364176107,D5,PRIORITÉ 2 — À qualifier
44,blue-collar,married,secondary,no,3060,yes,no,cellular,nov,2025-11-01,113,1,failure,no,0,Q4 — Solde élevé,TIÈDE,0.0852256239963609,D3,PRIORITÉ 4 — Ne pas contacter
47,technician,divorced,secondary,no,2836,no,yes,cellular,aug,2025-08-01,10,2,,no,0,Q4 — Solde élevé,TIÈDE,0.0212354227717576,D1,PRIORITÉ 4 — Ne pas contacter
49,blue-collar,married,secondary,no,1127,yes,yes,cellular,apr,2025-04-01,162,2,failure,no,0,Q3 — Solde moyen-haut,TIÈDE,0.1294164977851615,D4,PRIORITÉ 4 — Ne pas contacter
55,technician,married,tertiary,no,11,no,no,cellular,aug,2025-08-01,588,2,,no,0,Q1 — Faible solde,TIÈDE,0.6754949751634857,D6,PRIORITÉ 1 — Contacter en urgence
56,blue-collar,married,,no,982,yes,yes,cellular,may,2025-05-01,135,2,,no,0,Q3 — Solde moyen-haut,TIÈDE,0.0667782152622203,D3,PRIORITÉ 4 — Ne pas contacter
28,services,married,secondary,no,222,yes,no,,may,2025-05-01,101,23,,no,0,Q2 — Solde moyen-bas,FROID,0.0236539370474382,D1,PRIORITÉ 4 — Ne pas contacter
34,admin.,divorced,secondary,no,627,yes,no,,may,2025-05-01,283,2,,no,0,Q3 — Solde moyen-haut,CHAUD,0.0300503066990023,D2,PRIORITÉ 4 — Ne pas contacter
55,management,married,tertiary,no,5010,no,no,cellular,nov,2025-11-01,530,1,,no,0,Q4 — Solde élevé,CHAUD,0.7302600018797584,D7,PRIORITÉ 1 — Contacter en urgence
27,student,single,,no,468,no,no,cellular,feb,2025-02-01,270,2,,no,0,Q2 — Solde moyen-bas,CHAUD,0.649017126101199,D6,PRIORITÉ 1 — Contacter en urgence
38,management,divorced,tertiary,no,155,yes,no,,jun,2025-06-01,25,26,,no,0,Q2 — Solde moyen-bas,TIÈDE,0.0142011700074186,D1,PRIORITÉ 4 — Ne pas contacter
43,services,married,secondary,no,2478,yes,no,cellular,jan,2025-01-01,347,1,failure,no,0,Q4 — Solde élevé,TIÈDE,0.3559468505659027,D5,PRIORITÉ 2 — À qualifier
55,management,divorced,tertiary,no,668,no,no,cellular,aug,2025-08-01,25,6,,no,0,Q3 — Solde moyen-haut,CHAUD,0.0140844667056818,D1,PRIORITÉ 4 — Ne pas contacter
30,blue-collar,married,primary,no,35,yes,no,cellular,jul,2025-07-01,366,2,,no,0,Q1 — Faible solde,TIÈDE,0.1893678835503941,D4,PRIORITÉ 3 — Nurturing
48,blue-collar,married,primary,no,3304,no,no,,jun,2025-06-01,409,3,,no,0,Q4 — Solde élevé,TIÈDE,0.1398314594814889,D4,PRIORITÉ 4 — Ne pas contacter
30,blue-collar,married,secondary,no,0,yes,no,,may,2025-05-01,30,1,,no,0,Q1 — Faible solde,TIÈDE,0.0119022967769005,D1,PRIORITÉ 4 — Ne pas contacter
58,housemaid,married,primary,no,237,no,no,telephone,jul,2025-07-01,200,3,,no,0,Q2 — Solde moyen-bas,TIÈDE,0.1048797054324877,D3,PRIORITÉ 4 — Ne pas contacter
39,,single,,no,0,no,no,telephone,jan,2025-01-01,28,1,,no,0,Q1 — Faible solde,TIÈDE,0.0089924030245116,D1,PRIORITÉ 4 — Ne pas contacter
35,technician,single,secondary,no,-54,yes,no,,may,2025-05-01,70,2,,no,0,Q1 — Faible solde,TIÈDE,0.0120846027730897,D1,PRIORITÉ 4 — Ne pas contacter
41,blue-collar,married,secondary,no,0,no,no,,jun,2025-06-01,85,2,,no,0,Q1 — Faible solde,TIÈDE,0.0297225712661651,D2,PRIORITÉ 4 — Ne pas contacter
32,technician,married,tertiary,no,240,yes,yes,cellular,jul,2025-07-01,86,3,,no,0,Q2 — Solde moyen-bas,FROID,0.0360569704831545,D2,PRIORITÉ 4 — Ne pas contacter
48,technician,married,secondary,no,759,yes,no,cellular,jul,2025-07-01,84,5,,no,0,Q3 — Solde moyen-haut,TIÈDE,0.0225536061070843,D1,PRIORITÉ 4 — Ne pas contacter
76,retired,married,,no,992,no,no,cellular,oct,2025-10-01,139,2,,no,0,Q3 — Solde moyen-haut,CHAUD,0.5419640373035262,D6,PRIORITÉ 2 — À qualifier
43,management,married,tertiary,no,1379,yes,no,,may,2025-05-01,383,3,,no,0,Q3 — Solde moyen-haut,CHAUD,0.0860136409666866,D3,PRIORITÉ 4 — Ne pas contacter
46,,married,tertiary,no,8564,no,no,cellular,aug,2025-08-01,397,2,failure,no,0,Q4 — Solde élevé,TIÈDE,0.8238737946764128,D8,PRIORITÉ 1 — Contacter en urgence
59,retired,married,,no,0,no,no,cellular,aug,2025-08-01,213,4,,no,0,Q1 — Faible solde,TIÈDE,0.1718295726112774,D4,PRIORITÉ 3 — Nurturing
29,management,single,tertiary,no,119,yes,no,,may,2025-05-01,136,2,,no,0,Q1 — Faible solde,TIÈDE,0.0342321624101988,D2,PRIORITÉ 4 — Ne pas contacter
31,technician,married,secondary,no,450,no,yes,cellular,nov,2025-11-01,111,2,failure,no,0,Q2 — Solde moyen-bas,TIÈDE,0.0748588183472662,D3,PRIORITÉ 4 — Ne pas contacter
36,admin.,married,secondary,no,746,yes,no,cellular,nov,2025-11-01,581,3,,no,0,Q3 — Solde moyen-haut,CHAUD,0.5931041889375134,D6,PRIORITÉ 2 — À qualifier
46,self-employed,single,primary,no,2032,no,no,cellular,jul,2025-07-01,424,2,,no,0,Q4 — Solde élevé,TIÈDE,0.616067149451939,D6,PRIORITÉ 1 — Contacter en urgence
37,management,married,tertiary,no,636,no,yes,,jun,2025-06-01,338,2,,no,0,Q3 — Solde moyen-haut,CHAUD,0.0554732365042148,D3,PRIORITÉ 4 — Ne pas contacter
48,technician,married,secondary,no,-938,yes,no,cellular,may,2025-05-01,134,1,failure,no,0,Q1 — Faible solde,TIÈDE,0.0824652343500209,D3,PRIORITÉ 4 — Ne pas contacter
31,management,single,tertiary,no,2007,yes,no,,may,2025-05-01,253,1,,no,0,Q4 — Solde élevé,CHAUD,0.0370616930434491,D2,PRIORITÉ 4 — Ne pas contacter
39,blue-collar,divorced,secondary,no,33,no,no,cellular,jan,2025-01-01,593,4,,no,0,Q1 — Faible solde,TIÈDE,0.5183705107385553,D6,PRIORITÉ 2 — À qualifier
39,management,single,,no,2887,yes,no,,may,2025-05-01,42,2,,no,0,Q4 — Solde élevé,CHAUD,0.0145497150451754,D1,PRIORITÉ 4 — Ne pas contacter
39,housemaid,married,secondary,no,1444,no,no,cellular,nov,2025-11-01,100,1,success,no,0,Q3 — Solde moyen-haut,CHAUD,0.3414756466268629,D5,PRIORITÉ 3 — Nurturing
55,management,married,tertiary,no,42,yes,no,telephone,may,2025-05-01,386,2,,no,0,Q1 — Faible solde,TIÈDE,0.3298223506709972,D5,PRIORITÉ 3 — Nurturing
54,retired,married,secondary,no,522,no,yes,cellular,jul,2025-07-01,81,3,,no,0,Q2 — Solde moyen-bas,CHAUD,0.0326854965782245,D2,PRIORITÉ 4 — Ne pas contacter
32,housemaid,married,secondary,no,0,no,no,cellular,aug,2025-08-01,435,2,,no,0,Q1 — Faible solde,TIÈDE,0.5427839520752352,D6,PRIORITÉ 2 — À qualifier
37,blue-collar,married,secondary,no,3884,yes,no,cellular,apr,2025-04-01,28,5,,no,0,Q4 — Solde élevé,TIÈDE,0.0258553897834446,D2,PRIORITÉ 4 — Ne pas contacter
36,services,married,secondary,no,472,yes,no,,jun,2025-06-01,1017,1,,no,0,Q2 — Solde moyen-bas,TIÈDE,0.8725956379863707,D9,PRIORITÉ 1 — Contacter en urgence
60,retired,married,secondary,no,2060,no,no,cellular,mar,2025-03-01,454,1,other,no,0,Q4 — Solde élevé,CHAUD,0.8896215442413017,D9,PRIORITÉ 1 — Contacter en urgence
25,services,single,secondary,no,628,no,no,cellular,jul,2025-07-01,266,1,,no,0,Q3 — Solde moyen-haut,TIÈDE,0.6666360776456434,D6,PRIORITÉ 1 — Contacter en urgence
50,management,married,tertiary,no,398,no,no,telephone,jul,2025-07-01,1567,5,,no,0,Q2 — Solde moyen-bas,TIÈDE,0.866771168364758,D9,PRIORITÉ 1 — Contacter en urgence
59,retired,married,secondary,no,417,yes,no,cellular,may,2025-05-01,476,2,,no,0,Q2 — Solde moyen-bas,TIÈDE,0.6429297315751261,D6,PRIORITÉ 1 — Contacter en urgence
58,unemployed,married,secondary,no,610,yes,no,telephone,jul,2025-07-01,246,2,,no,0,Q3 — Solde moyen-haut,TIÈDE,0.1366144588334812,D4,PRIORITÉ 4 — Ne pas contacter
49,technician,single,tertiary,no,2585,no,no,,jun,2025-06-01,64,1,,no,0,Q4 — Solde élevé,TIÈDE,0.0450483217058921,D3,PRIORITÉ 4 — Ne pas contacter
47,technician,married,secondary,no,321,yes,yes,,jul,2025-07-01,111,1,,no,0,Q2 — Solde moyen-bas,FROID,0.0370840861183586,D2,PRIORITÉ 4 — Ne pas contacter
38,services,married,primary,no,0,yes,no,cellular,nov,2025-11-01,960,2,,no,0,Q1 — Faible solde,TIÈDE,0.8135732686760507,D8,PRIORITÉ 1 — Contacter en urgence
32,management,single,tertiary,yes,4,no,no,cellular,jan,2025-01-01,181,1,,no,0,Q1 — Faible solde,TIÈDE,0.2242080797654651,D4,PRIORITÉ 3 — Nurturing
40,blue-collar,single,,no,29,no,no,telephone,jul,2025-07-01,118,2,,no,0,Q1 — Faible solde,TIÈDE,0.0437845269871135,D3,PRIORITÉ 4 — Ne pas contacter
50,technician,married,secondary,no,892,yes,yes,,may,2025-05-01,234,1,,no,0,Q3 — Solde moyen-haut,TIÈDE,0.0307222326696402,D2,PRIORITÉ 4 — Ne pas contacter
35,management,single,tertiary,no,0,no,yes,cellular,aug,2025-08-01,370,4,,no,0,Q1 — Faible solde,TIÈDE,0.3729456957146164,D5,PRIORITÉ 2 — À qualifier
47,admin.,married,secondary,no,1387,yes,no,cellular,oct,2025-10-01,158,1,failure,no,0,Q3 — Solde moyen-haut,CHAUD,0.6843848250889877,D6,PRIORITÉ 1 — Contacter en urgence
27,admin.,single,secondary,no,454,no,yes,cellular,jul,2025-07-01,331,2,,no,0,Q2 — Solde moyen-bas,TIÈDE,0.3585975453668817,D5,PRIORITÉ 2 — À qualifier
48,housemaid,single,secondary,no,71,no,no,cellular,aug,2025-08-01,97,3,,no,0,Q1 — Faible solde,TIÈDE,0.0344219248490836,D2,PRIORITÉ 4 — Ne pas contacter
40,blue-collar,married,primary,no,-35,yes,no,cellular,may,2025-05-01,194,3,,no,0,Q1 — Faible solde,TIÈDE,0.0562702878482751,D3,PRIORITÉ 4 — Ne pas contacter
35,self-employed,married,secondary,no,2251,no,no,cellular,aug,2025-08-01,151,8,,no,0,Q4 — Solde élevé,TIÈDE,0.0826428826325712,D3,PRIORITÉ 4 — Ne pas contacter
39,housemaid,married,primary,no,2460,no,no,cellular,jul,2025-07-01,194,3,,no,0,Q4 — Solde élevé,TIÈDE,0.1480410668611637,D4,PRIORITÉ 4 — Ne pas contacter
34,blue-collar,married,secondary,no,34,no,no,cellular,jan,2025-01-01,379,1,,no,0,Q1 — Faible solde,TIÈDE,0.407425720409071,D5,PRIORITÉ 2 — À qualifier
36,admin.,single,secondary,no,1281,no,no,telephone,jul,2025-07-01,119,2,,no,0,Q3 — Solde moyen-haut,CHAUD,0.0568900389655329,D3,PRIORITÉ 4 — Ne pas contacter
56,blue-collar,divorced,primary,no,3021,no,no,,jun,2025-06-01,419,2,,no,0,Q4 — Solde élevé,TIÈDE,0.1822139235369722,D4,PRIORITÉ 3 — Nurturing
30,technician,married,tertiary,no,141,no,no,cellular,jan,2025-01-01,166,2,,no,0,Q2 — Solde moyen-bas,TIÈDE,0.2617622972942874,D4,PRIORITÉ 3 — Nurturing
51,blue-collar,married,secondary,no,500,no,no,cellular,may,2025-05-01,471,1,,no,0,Q2 — Solde moyen-bas,TIÈDE,0.7365496689156528,D7,PRIORITÉ 1 — Contacter en urgence
41,blue-collar,married,secondary,no,1459,no,no,,jun,2025-06-01,82,1,,no,0,Q3 — Solde moyen-haut,TIÈDE,0.0679089228977119,D3,PRIORITÉ 4 — Ne pas contacter
35,admin.,married,secondary,no,-244,yes,yes,cellular,may,2025-05-01,118,1,,no,0,Q1 — Faible solde,TIÈDE,0.039876910338626,D2,PRIORITÉ 4 — Ne pas contacter
53,management,married,tertiary,no,1356,yes,no,cellular,nov,2025-11-01,371,2,failure,no,0,Q3 — Solde moyen-haut,CHAUD,0.4601839242101963,D5,PRIORITÉ 2 — À qualifier
25,blue-collar,single,primary,no,-289,yes,no,telephone,may,2025-05-01,56,2,,no,0,Q1 — Faible solde,TIÈDE,0.0175061365458431,D1,PRIORITÉ 4 — Ne pas contacter
34,management,single,tertiary,no,1396,yes,no,cellular,jul,2025-07-01,630,1,,no,0,Q3 — Solde moyen-haut,CHAUD,0.7689235464355699,D7,PRIORITÉ 1 — Contacter en urgence
29,services,single,secondary,no,9,no,yes,cellular,jul,2025-07-01,202,2,,no,0,Q1 — Faible solde,TIÈDE,0.0969320239685614,D3,PRIORITÉ 4 — Ne pas contacter
33,services,married,secondary,no,70,yes,no,cellular,jul,2025-07-01,333,3,,no,0,Q1 — Faible solde,TIÈDE,0.1524820702021379,D4,PRIORITÉ 3 — Nurturing
43,admin.,married,secondary,no,877,yes,no,cellular,feb,2025-02-01,135,1,,no,0,Q3 — Solde moyen-haut,CHAUD,0.3157552720966463,D5,PRIORITÉ 3 — Nurturing
47,blue-collar,married,primary,no,113,yes,no,,may,2025-05-01,276,1,,no,0,Q1 — Faible solde,TIÈDE,0.0213961667408137,D1,PRIORITÉ 4 — Ne pas contacter
35,admin.,single,secondary,no,368,yes,no,,may,2025-05-01,218,3,,no,0,Q2 — Solde moyen-bas,TIÈDE,0.0301239064268748,D2,PRIORITÉ 4 — Ne pas contacter
49,entrepreneur,married,secondary,no,89,yes,no,cellular,may,2025-05-01,351,1,,no,0,Q1 — Faible solde,TIÈDE,0.2538155628506517,D4,PRIORITÉ 3 — Nurturing
41,services,married,primary,no,450,yes,no,,may,2025-05-01,374,2,,no,0,Q2 — Solde moyen-bas,TIÈDE,0.0499085959167477,D3,PRIORITÉ 4 — Ne pas contacter
49,services,married,,no,463,yes,no,telephone,jul,2025-07-01,541,2,,no,0,Q2 — Solde moyen-bas,TIÈDE,0.6152943435717151,D6,PRIORITÉ 1 — Contacter en urgence
44,blue-collar,married,secondary,no,1397,no,no,cellular,nov,2025-11-01,326,1,,no,0,Q3 — Solde moyen-haut,TIÈDE,0.4885877221047405,D5,PRIORITÉ 2 — À qualifier
32,services,single,secondary,no,310,yes,no,,may,2025-05-01,144,1,,no,0,Q2 — Solde moyen-bas,TIÈDE,0.0267983768897751,D2,PRIORITÉ 4 — Ne pas contacter
27,self-employed,single,tertiary,no,270,yes,no,,may,2025-05-01,470,2,,no,0,Q2 — Solde moyen-bas,TIÈDE,0.2803230829046096,D4,PRIORITÉ 3 — Nurturing
53,technician,married,secondary,no,65,no,no,cellular,nov,2025-11-01,99,1,failure,no,0,Q1 — Faible solde,TIÈDE,0.1350794370746644,D4,PRIORITÉ 4 — Ne pas contacter
55,admin.,married,secondary,no,865,yes,no,cellular,jul,2025-07-01,105,1,failure,no,0,Q3 — Solde moyen-haut,CHAUD,0.1839962200616784,D4,PRIORITÉ 3 — Nurturing
60,retired,married,secondary,no,7,no,yes,cellular,aug,2025-08-01,87,5,,no,0,Q1 — Faible solde,TIÈDE,0.0255537094538377,D2,PRIORITÉ 4 — Ne pas contacter
27,management,single,secondary,no,145,yes,no,cellular,may,2025-05-01,121,4,failure,no,0,Q2 — Solde moyen-bas,TIÈDE,0.0703203344610746,D3,PRIORITÉ 4 — Ne pas contacter
58,self-employed,married,tertiary,no,327,no,yes,cellular,jul,2025-07-01,145,2,,no,0,Q2 — Solde moyen-bas,TIÈDE,0.0652928600465137,D3,PRIORITÉ 4 — Ne pas contacter
42,blue-collar,married,secondary,no,429,yes,no,cellular,may,2025-05-01,110,1,failure,no,0,Q2 — Solde moyen-bas,TIÈDE,0.0548728251129111,D3,PRIORITÉ 4 — Ne pas contacter
31,services,married,secondary,no,1167,yes,yes,cellular,nov,2025-11-01,279,1,,no,0,Q3 — Solde moyen-haut,TIÈDE,0.1833132341736639,D4,PRIORITÉ 3 — Nurturing
30,management,single,tertiary,no,2995,yes,no,cellular,nov,2025-11-01,329,1,,no,0,Q4 — Solde élevé,CHAUD,0.3002708287841789,D5,PRIORITÉ 3 — Nurturing
32,management,single,tertiary,no,974,yes,no,,jun,2025-06-01,228,1,,no,0,Q3 — Solde moyen-haut,CHAUD,0.0511397609946421,D3,PRIORITÉ 4 — Ne pas contacter
56,self-employed,married,secondary,no,784,no,yes,cellular,jul,2025-07-01,149,2,,no,0,Q3 — Solde moyen-haut,TIÈDE,0.0567299149384476,D3,PRIORITÉ 4 — Ne pas contacter
57,retired,divorced,secondary,no,316,no,no,cellular,jan,2025-01-01,935,2,,no,0,Q2 — Solde moyen-bas,CHAUD,0.8032091638645017,D8,PRIORITÉ 1 — Contacter en urgence
57,management,married,tertiary,no,0,yes,no,cellular,nov,2025-11-01,67,1,,no,0,Q1 — Faible solde,TIÈDE,0.0305272699248837,D2,PRIORITÉ 4 — Ne pas contacter
39,technician,married,secondary,no,211,no,no,telephone,feb,2025-02-01,53,2,,no,0,Q2 — Solde moyen-bas,TIÈDE,0.0426233272719324,D2,PRIORITÉ 4 — Ne pas contacter
37,blue-collar,married,secondary,no,342,yes,no,cellular,may,2025-05-01,340,2,failure,no,0,Q2 — Solde moyen-bas,TIÈDE,0.2439963569156943,D4,PRIORITÉ 3 — Nurturing
32,management,married,tertiary,no,628,no,no,cellular,apr,2025-04-01,280,1,,no,0,Q3 — Solde moyen-haut,CHAUD,0.731266847123917,D7,PRIORITÉ 1 — Contacter en urgence
41,blue-collar,married,secondary,no,0,yes,no,cellular,apr,2025-04-01,625,2,,no,0,Q1 — Faible solde,TIÈDE,0.6544254374478348,D6,PRIORITÉ 1 — Contacter en urgence
49,unemployed,married,secondary,no,769,yes,no,,may,2025-05-01,257,1,,no,0,Q3 — Solde moyen-haut,TIÈDE,0.0322454026327622,D2,PRIORITÉ 4 — Ne pas contacter
36,blue-collar,divorced,secondary,no,2278,yes,no,,may,2025-05-01,152,2,,no,0,Q4 — Solde élevé,TIÈDE,0.0228585252541683,D1,PRIORITÉ 4 — Ne pas contacter
58,retired,married,primary,no,1351,yes,no,telephone,apr,2025-04-01,392,3,,no,0,Q3 — Solde moyen-haut,CHAUD,0.3758861920607689,D5,PRIORITÉ 2 — À qualifier
58,technician,married,,no,49,yes,no,,may,2025-05-01,75,2,,no,0,Q1 — Faible solde,TIÈDE,0.0179993058282729,D1,PRIORITÉ 4 — Ne pas contacter
33,services,married,secondary,no,1082,yes,yes,cellular,nov,2025-11-01,351,1,,no,0,Q3 — Solde moyen-haut,TIÈDE,0.2044831792386069,D4,PRIORITÉ 3 — Nurturing
31,management,single,tertiary,no,5691,yes,no,cellular,jul,2025-07-01,357,1,,no,0,Q4 — Solde élevé,CHAUD,0.366948188912512,D5,PRIORITÉ 2 — À qualifier
46,blue-collar,divorced,primary,no,916,yes,no,cellular,may,2025-05-01,472,2,,no,0,Q3 — Solde moyen-haut,TIÈDE,0.5503313093202534,D6,PRIORITÉ 2 — À qualifier
42,unemployed,divorced,secondary,no,325,yes,no,,may,2025-05-01,97,4,,no,0,Q2 — Solde moyen-bas,FROID,0.0196213705691198,D1,PRIORITÉ 4 — Ne pas contacter
46,admin.,married,secondary,no,0,yes,yes,cellular,apr,2025-04-01,239,2,failure,no,0,Q1 — Faible solde,TIÈDE,0.1905201553259496,D4,PRIORITÉ 3 — Nurturing
47,management,married,tertiary,no,2475,yes,no,cellular,nov,2025-11-01,1476,4,,no,0,Q4 — Solde élevé,TIÈDE,0.8001006792296629,D8,PRIORITÉ 1 — Contacter en urgence
42,self-employed,married,primary,no,3717,no,no,,jun,2025-06-01,235,1,,no,0,Q4 — Solde élevé,TIÈDE,0.0722065152973544,D3,PRIORITÉ 4 — Ne pas contacter
53,entrepreneur,married,secondary,no,288,no,no,,may,2025-05-01,69,1,,no,0,Q2 — Solde moyen-bas,TIÈDE,0.0307371052544301,D2,PRIORITÉ 4 — Ne pas contacter
31,admin.,married,secondary,no,1130,yes,no,cellular,jul,2025-07-01,236,5,,no,0,Q3 — Solde moyen-haut,TIÈDE,0.1763359967426362,D4,PRIORITÉ 3 — Nurturing
39,blue-collar,married,primary,no,2715,yes,no,,jun,2025-06-01,201,3,,no,0,Q4 — Solde élevé,TIÈDE,0.0279532060508318,D2,PRIORITÉ 4 — Ne pas contacter
57,blue-collar,married,primary,no,23,yes,no,telephone,jul,2025-07-01,25,8,,no,0,Q1 — Faible solde,FROID,0.008049369416938,D1,PRIORITÉ 4 — Ne pas contacter
29,blue-collar,single,secondary,no,0,no,no,cellular,feb,2025-02-01,437,2,,no,0,Q1 — Faible solde,TIÈDE,0.571529297938053,D6,PRIORITÉ 2 — À qualifier
32,blue-collar,single,secondary,no,-84,yes,no,cellular,may,2025-05-01,426,1,,no,0,Q1 — Faible solde,TIÈDE,0.5159154819046762,D6,PRIORITÉ 2 — À qualifier
38,self-employed,married,secondary,no,290,yes,no,,may,2025-05-01,369,1,,no,0,Q2 — Solde moyen-bas,TIÈDE,0.0769932772988699,D3,PRIORITÉ 4 — Ne pas contacter
34,self-employed,single,tertiary,no,36,no,no,telephone,jan,2025-01-01,55,1,,no,0,Q1 — Faible solde,TIÈDE,0.0110376565257026,D1,PRIORITÉ 4 — Ne pas contacter
35,admin.,married,secondary,no,-488,yes,no,,jun,2025-06-01,97,4,,no,0,Q1 — Faible solde,TIÈDE,0.0243715987737249,D1,PRIORITÉ 4 — Ne pas contacter
55,blue-collar,married,secondary,no,-473,yes,no,,may,2025-05-01,233,1,,no,0,Q1 — Faible solde,TIÈDE,0.0236293840239283,D1,PRIORITÉ 4 — Ne pas contacter
42,management,married,tertiary,no,1272,yes,no,cellular,may,2025-05-01,117,1,failure,no,0,Q3 — Solde moyen-haut,CHAUD,0.0969779411686419,D3,PRIORITÉ 4 — Ne pas contacter
32,management,married,secondary,no,0,no,no,cellular,aug,2025-08-01,162,4,,no,0,Q1 — Faible solde,TIÈDE,0.0607224877815747,D3,PRIORITÉ 4 — Ne pas contacter
50,management,divorced,primary,no,-6,yes,no,,may,2025-05-01,92,2,,no,0,Q1 — Faible solde,TIÈDE,0.0143735604692956,D1,PRIORITÉ 4 — Ne pas contacter
56,admin.,married,secondary,no,510,yes,no,cellular,jul,2025-07-01,288,1,,no,0,Q2 — Solde moyen-bas,CHAUD,0.2732357505373846,D4,PRIORITÉ 3 — Nurturing
36,technician,single,secondary,no,818,yes,yes,cellular,aug,2025-08-01,96,4,,no,0,Q3 — Solde moyen-haut,FROID,0.024514154762298,D1,PRIORITÉ 4 — Ne pas contacter
49,management,married,secondary,no,543,yes,no,,may,2025-05-01,213,3,,no,0,Q2 — Solde moyen-bas,CHAUD,0.0265542458241536,D2,PRIORITÉ 4 — Ne pas contacter
48,management,married,tertiary,no,7867,yes,yes,,may,2025-05-01,306,3,,no,0,Q4 — Solde élevé,TIÈDE,0.0360084910968754,D2,PRIORITÉ 4 — Ne pas contacter
32,technician,single,tertiary,no,1212,yes,no,,may,2025-05-01,463,2,,no,0,Q3 — Solde moyen-haut,TIÈDE,0.2261313546009181,D4,PRIORITÉ 3 — Nurturing
35,management,married,secondary,no,533,no,no,cellular,aug,2025-08-01,221,12,,no,0,Q2 — Solde moyen-bas,CHAUD,0.1861220544010188,D4,PRIORITÉ 3 — Nurturing
48,management,married,tertiary,no,291,yes,no,telephone,jul,2025-07-01,350,2,,no,0,Q2 — Solde moyen-bas,TIÈDE,0.2501069797371288,D4,PRIORITÉ 3 — Nurturing
40,services,single,secondary,no,573,yes,no,cellular,may,2025-05-01,329,1,,no,0,Q3 — Solde moyen-haut,TIÈDE,0.2363544813458024,D4,PRIORITÉ 3 — Nurturing
55,retired,married,secondary,no,1279,yes,no,cellular,may,2025-05-01,446,3,other,no,0,Q3 — Solde moyen-haut,CHAUD,0.6294092458177591,D6,PRIORITÉ 1 — Contacter en urgence
50,blue-collar,married,primary,no,280,yes,no,,jun,2025-06-01,61,23,,no,0,Q2 — Solde moyen-bas,FROID,0.0105734583945288,D1,PRIORITÉ 4 — Ne pas contacter
55,technician,married,,no,574,yes,no,cellular,jan,2025-01-01,243,2,,no,0,Q3 — Solde moyen-haut,TIÈDE,0.1792833150706903,D4,PRIORITÉ 3 — Nurturing
26,blue-collar,single,secondary,no,658,no,yes,telephone,jul,2025-07-01,34,4,,no,0,Q3 — Solde moyen-haut,TIÈDE,0.0238093399062501,D1,PRIORITÉ 4 — Ne pas contacter
34,technician,married,secondary,no,2019,yes,yes,,jun,2025-06-01,102,1,,no,0,Q4 — Solde élevé,TIÈDE,0.0380625536371467,D2,PRIORITÉ 4 — Ne pas contacter
45,management,married,tertiary,no,22815,no,no,cellular,aug,2025-08-01,653,8,,no,0,Q4 — Solde élevé,CHAUD,0.6978170726555792,D7,PRIORITÉ 1 — Contacter en urgence
44,entrepreneur,married,secondary,no,887,yes,no,cellular,apr,2025-04-01,519,1,failure,no,0,Q3 — Solde moyen-haut,TIÈDE,0.5937369048445164,D6,PRIORITÉ 2 — À qualifier
34,management,married,tertiary,no,303,yes,no,cellular,jan,2025-01-01,50,1,failure,no,0,Q2 — Solde moyen-bas,TIÈDE,0.0122977985968603,D1,PRIORITÉ 4 — Ne pas contacter
39,services,single,secondary,no,326,yes,no,,may,2025-05-01,115,1,,no,0,Q2 — Solde moyen-bas,TIÈDE,0.0270448939604007,D2,PRIORITÉ 4 — Ne pas contacter
31,management,single,secondary,no,453,yes,no,,may,2025-05-01,384,2,,no,0,Q2 — Solde moyen-bas,TIÈDE,0.0850120351344453,D3,PRIORITÉ 4 — Ne pas contacter
27,management,single,tertiary,yes,0,no,yes,cellular,jul,2025-07-01,46,1,,no,0,Q1 — Faible solde,TIÈDE,0.0376529352388107,D2,PRIORITÉ 4 — Ne pas contacter
41,management,married,tertiary,no,4063,yes,no,cellular,may,2025-05-01,14,5,failure,no,0,Q4 — Solde élevé,TIÈDE,0.0201262919055019,D1,PRIORITÉ 4 — Ne pas contacter
45,technician,married,secondary,no,2403,no,no,cellular,nov,2025-11-01,207,1,,no,0,Q4 — Solde élevé,TIÈDE,0.5172045518337437,D6,PRIORITÉ 2 — À qualifier
28,services,single,secondary,no,123,yes,no,cellular,may,2025-05-01,115,1,failure,no,0,Q2 — Solde moyen-bas,TIÈDE,0.0802944279165869,D3,PRIORITÉ 4 — Ne pas contacter
39,unemployed,married,secondary,no,270,yes,no,,jun,2025-06-01,116,1,,no,0,Q2 — Solde moyen-bas,TIÈDE,0.0414242872573343,D2,PRIORITÉ 4 — Ne pas contacter
31,technician,single,tertiary,no,424,no,no,cellular,jan,2025-01-01,106,1,failure,no,0,Q2 — Solde moyen-bas,TIÈDE,0.0923461351928588,D3,PRIORITÉ 4 — Ne pas contacter
31,management,married,tertiary,no,1230,yes,no,,may,2025-05-01,290,4,,no,0,Q3 — Solde moyen-haut,TIÈDE,0.0371394615177873,D2,PRIORITÉ 4 — Ne pas contacter
31,admin.,single,secondary,no,387,yes,no,cellular,may,2025-05-01,228,2,failure,no,0,Q2 — Solde moyen-bas,TIÈDE,0.2181012290615209,D4,PRIORITÉ 3 — Nurturing
