age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,subscribed,subscribed_bin,never_contacted,balance_segment,segment,propension_score,score_decile,priorite
63,self-employed,married,tertiary,no,661,no,no,cellular,2,mar,56,2,,0,,no,0,1,Q3 — Solde moyen-haut,TIÈDE,0.2895182934346458,D5,PRIORITÉ 3 — Nurturing
35,blue-collar,married,secondary,no,270,yes,yes,cellular,6,apr,332,2,335.0,1,failure,no,0,0,Q2 — Solde moyen-bas,FROID,0.1979812398327885,D4,PRIORITÉ 3 — Nurturing
25,student,single,secondary,no,1919,yes,no,cellular,15,may,264,1,351.0,4,failure,no,0,0,Q4 — Solde élevé,CHAUD,0.4948592055441152,D5,PRIORITÉ 2 — À qualifier
26,self-employed,married,secondary,no,492,yes,yes,cellular,15,may,439,4,,0,,no,0,1,Q2 — Solde moyen-bas,FROID,0.5138502282275067,D5,PRIORITÉ 2 — À qualifier
29,management,single,tertiary,no,91,no,no,cellular,30,apr,99,1,274.0,4,other,no,0,0,Q1 — Faible solde,CHAUD,0.3765760635176723,D5,PRIORITÉ 2 — À qualifier
26,management,married,tertiary,no,775,no,no,,19,may,35,3,,0,,no,0,1,Q3 — Solde moyen-haut,CHAUD,0.036728294393615184,D2,PRIORITÉ 4 — Ne pas contacter
26,blue-collar,single,secondary,no,2669,yes,no,cellular,16,apr,242,1,,0,,no,0,1,Q4 — Solde élevé,TIÈDE,0.35296128876684923,D5,PRIORITÉ 2 — À qualifier
23,management,single,tertiary,no,2605,yes,no,,7,may,278,6,,0,,no,0,1,Q4 — Solde élevé,TIÈDE,0.058832277588704185,D3,PRIORITÉ 4 — Ne pas contacter
51,management,single,,no,1277,no,no,cellular,22,feb,143,5,294.0,1,failure,no,0,0,Q3 — Solde moyen-haut,CHAUD,0.4855851066448448,D5,PRIORITÉ 2 — À qualifier
51,blue-collar,married,secondary,no,568,yes,no,,4,jun,37,1,,0,,no,0,1,Q3 — Solde moyen-haut,TIÈDE,0.018375197473174964,D1,PRIORITÉ 4 — Ne pas contacter
43,technician,married,secondary,no,2344,yes,no,,27,may,111,2,,0,,no,0,1,Q4 — Solde élevé,TIÈDE,0.02630417585078041,D2,PRIORITÉ 4 — Ne pas contacter
81,retired,divorced,primary,no,4321,no,no,cellular,11,aug,163,3,,0,,no,0,1,Q4 — Solde élevé,CHAUD,0.35844875887082484,D5,PRIORITÉ 2 — À qualifier
42,management,divorced,tertiary,no,1064,no,no,cellular,18,aug,101,2,,0,,no,0,1,Q3 — Solde moyen-haut,CHAUD,0.05413549757563964,D3,PRIORITÉ 4 — Ne pas contacter
41,services,married,secondary,no,241,yes,yes,,4,jun,144,1,,0,,no,0,1,Q2 — Solde moyen-bas,FROID,0.032031651020945025,D2,PRIORITÉ 4 — Ne pas contacter
35,technician,single,secondary,no,183,no,no,cellular,1,sep,516,2,130.0,2,failure,no,0,0,Q2 — Solde moyen-bas,TIÈDE,0.8719080843895205,D9,PRIORITÉ 1 — Contacter en urgence
32,management,married,tertiary,no,9214,no,yes,,18,oct,71,1,,0,,no,0,1,Q4 — Solde élevé,CHAUD,0.29351273728754973,D5,PRIORITÉ 3 — Nurturing
51,services,single,secondary,no,513,yes,no,cellular,29,jul,331,2,,0,,no,0,1,Q2 — Solde moyen-bas,TIÈDE,0.15989886659844305,D4,PRIORITÉ 3 — Nurturing
33,technician,married,secondary,no,14850,yes,no,cellular,5,feb,122,5,,0,,no,0,1,Q4 — Solde élevé,TIÈDE,0.26293672869668827,D4,PRIORITÉ 3 — Nurturing
38,self-employed,married,secondary,no,279,yes,no,,28,may,110,5,,0,,no,0,1,Q2 — Solde moyen-bas,FROID,0.018993426546651142,D1,PRIORITÉ 4 — Ne pas contacter
48,retired,married,tertiary,no,4,no,yes,cellular,23,jul,70,5,,0,,no,0,1,Q1 — Faible solde,TIÈDE,0.014742580410922367,D1,PRIORITÉ 4 — Ne pas contacter
50,technician,divorced,secondary,no,-298,yes,no,cellular,6,feb,68,8,,0,,no,0,1,Q1 — Faible solde,FROID,0.09255361153709646,D3,PRIORITÉ 4 — Ne pas contacter
39,blue-collar,single,secondary,no,522,yes,no,telephone,14,may,225,7,350.0,2,failure,no,0,0,Q2 — Solde moyen-bas,TIÈDE,0.16424500791148144,D4,PRIORITÉ 3 — Nurturing
30,services,single,secondary,no,0,yes,no,cellular,7,jul,161,2,,0,,no,0,1,Q1 — Faible solde,TIÈDE,0.05433683392389772,D3,PRIORITÉ 4 — Ne pas contacter
39,technician,married,secondary,no,8,no,yes,cellular,17,nov,333,2,96.0,2,failure,no,0,0,Q1 — Faible solde,TIÈDE,0.2547379609271611,D4,PRIORITÉ 3 — Nurturing
35,technician,married,tertiary,no,432,no,no,cellular,12,aug,104,8,,0,,no,0,1,Q2 — Solde moyen-bas,TIÈDE,0.03442062323182262,D2,PRIORITÉ 4 — Ne pas contacter
41,technician,married,secondary,no,-378,yes,no,cellular,5,feb,361,1,253.0,2,failure,no,0,0,Q1 — Faible solde,TIÈDE,0.36426828251941196,D5,PRIORITÉ 2 — À qualifier
41,admin.,married,secondary,no,338,yes,no,,16,may,121,1,,0,,no,0,1,Q2 — Solde moyen-bas,TIÈDE,0.03129832168539116,D2,PRIORITÉ 4 — Ne pas contacter
35,blue-collar,married,primary,no,2878,yes,no,cellular,18,nov,140,2,,0,,no,0,1,Q4 — Solde élevé,TIÈDE,0.06759165602841845,D3,PRIORITÉ 4 — Ne pas contacter
43,management,married,primary,no,62,yes,no,cellular,14,may,133,1,300.0,3,failure,no,0,0,Q1 — Faible solde,TIÈDE,0.07322658177562137,D3,PRIORITÉ 4 — Ne pas contacter
27,services,married,secondary,no,1303,yes,yes,,21,may,364,1,,0,,no,0,1,Q3 — Solde moyen-haut,TIÈDE,0.03900140931724984,D2,PRIORITÉ 4 — Ne pas contacter
32,technician,married,secondary,no,255,no,yes,cellular,25,aug,63,5,,0,,no,0,1,Q2 — Solde moyen-bas,FROID,0.013562199115947134,D1,PRIORITÉ 4 — Ne pas contacter
39,technician,divorced,secondary,no,0,yes,yes,cellular,30,apr,85,1,,0,,no,0,1,Q1 — Faible solde,FROID,0.15732349002251209,D4,PRIORITÉ 3 — Nurturing
37,management,married,tertiary,no,1125,yes,no,,3,jun,301,1,,0,,no,0,1,Q3 — Solde moyen-haut,CHAUD,0.05084366236702052,D3,PRIORITÉ 4 — Ne pas contacter
40,entrepreneur,married,secondary,no,1238,yes,no,telephone,21,jul,50,2,,0,,no,0,1,Q3 — Solde moyen-haut,TIÈDE,0.013320809321840881,D1,PRIORITÉ 4 — Ne pas contacter
33,blue-collar,married,secondary,no,370,yes,no,cellular,8,apr,249,1,,0,,no,0,1,Q2 — Solde moyen-bas,TIÈDE,0.23494502645670673,D4,PRIORITÉ 3 — Nurturing
29,management,married,tertiary,no,2417,yes,no,cellular,7,may,126,2,,0,,no,0,1,Q4 — Solde élevé,CHAUD,0.09497243949555677,D3,PRIORITÉ 4 — Ne pas contacter
50,housemaid,married,primary,no,4,no,no,,16,jun,51,1,,0,,no,0,1,Q1 — Faible solde,TIÈDE,0.015673608700715935,D1,PRIORITÉ 4 — Ne pas contacter
39,admin.,married,primary,no,444,yes,no,cellular,8,may,374,2,,0,,no,0,1,Q2 — Solde moyen-bas,TIÈDE,0.30031057940539285,D5,PRIORITÉ 3 — Nurturing
32,technician,single,secondary,no,28,yes,no,cellular,18,nov,368,1,,0,,no,0,1,Q1 — Faible solde,TIÈDE,0.30721125748737305,D5,PRIORITÉ 3 — Nurturing
49,management,married,tertiary,no,2139,no,no,cellular,5,aug,278,1,,0,,no,0,1,Q4 — Solde élevé,CHAUD,0.555910694245261,D6,PRIORITÉ 2 — À qualifier
37,blue-collar,married,secondary,no,194,yes,no,,12,may,566,7,,0,,no,0,1,Q2 — Solde moyen-bas,FROID,0.4523553055009676,D5,PRIORITÉ 2 — À qualifier
57,blue-collar,married,primary,yes,195,no,yes,telephone,30,jul,185,4,,0,,no,0,1,Q2 — Solde moyen-bas,FROID,0.04649435689966416,D3,PRIORITÉ 4 — Ne pas contacter
44,management,married,secondary,no,0,no,no,cellular,21,aug,167,2,,0,,no,0,1,Q1 — Faible solde,CHAUD,0.08879554937853838,D3,PRIORITÉ 4 — Ne pas contacter
36,self-employed,married,secondary,no,189,yes,no,cellular,22,jul,632,1,,0,,no,0,1,Q2 — Solde moyen-bas,TIÈDE,0.7401081733565996,D7,PRIORITÉ 1 — Contacter en urgence
55,management,single,secondary,no,220,yes,no,,6,may,328,2,,0,,no,0,1,Q2 — Solde moyen-bas,TIÈDE,0.02959507538593689,D2,PRIORITÉ 4 — Ne pas contacter
40,admin.,married,primary,no,189,yes,no,,27,may,160,2,,0,,no,0,1,Q2 — Solde moyen-bas,TIÈDE,0.02121075118884502,D1,PRIORITÉ 4 — Ne pas contacter
40,blue-collar,married,secondary,no,746,yes,yes,cellular,2,feb,241,1,262.0,3,other,no,0,0,Q3 — Solde moyen-haut,TIÈDE,0.18634545214900694,D4,PRIORITÉ 3 — Nurturing
44,management,married,secondary,no,13054,yes,no,cellular,11,may,471,2,174.0,12,other,no,0,0,Q4 — Solde élevé,CHAUD,0.556620106876163,D6,PRIORITÉ 2 — À qualifier
41,services,married,primary,no,0,yes,no,cellular,17,jul,18,11,,0,,no,0,1,Q1 — Faible solde,FROID,0.00832357124630786,D1,PRIORITÉ 4 — Ne pas contacter
65,retired,married,secondary,no,23421,no,no,cellular,2,feb,432,1,,0,,no,0,1,Q4 — Solde élevé,CHAUD,0.7758315488606313,D7,PRIORITÉ 1 — Contacter en urgence
31,blue-collar,married,secondary,no,41,yes,no,,19,may,265,1,,0,,no,0,1,Q1 — Faible solde,TIÈDE,0.027613074563145903,D2,PRIORITÉ 4 — Ne pas contacter
48,blue-collar,married,secondary,no,7408,no,yes,cellular,4,feb,101,2,,0,,no,0,1,Q4 — Solde élevé,TIÈDE,0.32468300181457593,D5,PRIORITÉ 3 — Nurturing
55,retired,married,tertiary,no,101,yes,no,cellular,9,jul,111,1,,0,,no,0,1,Q1 — Faible solde,TIÈDE,0.04284927609997555,D2,PRIORITÉ 4 — Ne pas contacter
34,admin.,married,secondary,no,384,yes,no,cellular,14,may,551,2,,0,,no,0,1,Q2 — Solde moyen-bas,TIÈDE,0.7254986268582931,D7,PRIORITÉ 1 — Contacter en urgence
36,admin.,single,secondary,no,2556,yes,no,cellular,13,apr,342,1,,0,,no,0,1,Q4 — Solde élevé,CHAUD,0.4325104516716587,D5,PRIORITÉ 2 — À qualifier
33,management,married,tertiary,no,808,yes,no,cellular,19,aug,12,16,,0,,no,0,1,Q3 — Solde moyen-haut,TIÈDE,0.013049237933086018,D1,PRIORITÉ 4 — Ne pas contacter
46,management,married,tertiary,no,0,no,no,cellular,26,may,401,1,,0,,no,0,1,Q1 — Faible solde,CHAUD,0.6465251805592884,D6,PRIORITÉ 1 — Contacter en urgence
52,management,married,tertiary,no,1158,no,no,cellular,27,aug,57,4,,0,,no,0,1,Q3 — Solde moyen-haut,CHAUD,0.015326659934553932,D1,PRIORITÉ 4 — Ne pas contacter
33,management,married,tertiary,no,334,no,no,cellular,25,nov,87,1,,0,,no,0,1,Q2 — Solde moyen-bas,CHAUD,0.10072386176365396,D3,PRIORITÉ 4 — Ne pas contacter
29,blue-collar,married,secondary,no,296,yes,no,,4,jun,153,1,,0,,no,0,1,Q2 — Solde moyen-bas,TIÈDE,0.03933059218586422,D2,PRIORITÉ 4 — Ne pas contacter
36,technician,married,primary,no,1653,yes,yes,,27,may,336,10,,0,,no,0,1,Q3 — Solde moyen-haut,FROID,0.024893296743133096,D2,PRIORITÉ 4 — Ne pas contacter
37,admin.,married,secondary,no,1283,yes,no,,20,may,209,1,,0,,no,0,1,Q3 — Solde moyen-haut,CHAUD,0.03735512469612373,D2,PRIORITÉ 4 — Ne pas contacter
53,blue-collar,married,primary,no,2295,no,no,cellular,21,aug,65,10,,0,,no,0,1,Q4 — Solde élevé,TIÈDE,0.013457668398678811,D1,PRIORITÉ 4 — Ne pas contacter
28,unemployed,married,secondary,no,-42,yes,yes,cellular,31,jul,143,4,,0,,no,0,1,Q1 — Faible solde,FROID,0.047153356919095474,D3,PRIORITÉ 4 — Ne pas contacter
19,student,single,secondary,no,55,no,no,telephone,6,oct,89,2,193.0,1,other,no,0,0,Q1 — Faible solde,CHAUD,0.5202495534558502,D6,PRIORITÉ 2 — À qualifier
41,housemaid,married,primary,no,365,no,no,cellular,8,aug,203,5,,0,,no,0,1,Q2 — Solde moyen-bas,TIÈDE,0.08472797813366244,D3,PRIORITÉ 4 — Ne pas contacter
33,services,single,secondary,no,772,yes,no,cellular,29,jan,323,2,259.0,3,success,no,0,0,Q3 — Solde moyen-haut,CHAUD,0.618093658659726,D6,PRIORITÉ 1 — Contacter en urgence
28,management,single,tertiary,no,334,yes,no,,14,may,438,4,,0,,no,0,1,Q2 — Solde moyen-bas,TIÈDE,0.17008002936883715,D4,PRIORITÉ 3 — Nurturing
40,admin.,married,secondary,no,1060,yes,no,cellular,17,apr,14,3,,0,,no,0,1,Q3 — Solde moyen-haut,CHAUD,0.036105965630583006,D2,PRIORITÉ 4 — Ne pas contacter
78,retired,married,,no,38,no,no,telephone,4,aug,156,1,1.0,3,other,no,0,0,Q1 — Faible solde,CHAUD,0.5997953126771051,D6,PRIORITÉ 2 — À qualifier
29,services,single,secondary,no,146,yes,no,,19,may,104,2,,0,,no,0,1,Q2 — Solde moyen-bas,TIÈDE,0.02509101108514534,D2,PRIORITÉ 4 — Ne pas contacter
36,unemployed,married,secondary,no,439,yes,no,telephone,6,feb,18,6,,0,,no,0,1,Q2 — Solde moyen-bas,FROID,0.027807942833500843,D2,PRIORITÉ 4 — Ne pas contacter
59,entrepreneur,married,primary,no,124,yes,no,cellular,18,nov,531,3,134.0,7,failure,no,0,0,Q2 — Solde moyen-bas,TIÈDE,0.6123160501127055,D6,PRIORITÉ 1 — Contacter en urgence
34,services,married,secondary,no,190,yes,no,cellular,15,may,121,3,,0,,no,0,1,Q2 — Solde moyen-bas,TIÈDE,0.04639045072783657,D3,PRIORITÉ 4 — Ne pas contacter
82,retired,married,,no,211,no,no,telephone,22,apr,195,3,,0,,no,0,1,Q2 — Solde moyen-bas,CHAUD,0.6466209120048566,D6,PRIORITÉ 1 — Contacter en urgence
36,management,married,tertiary,no,871,no,no,cellular,18,nov,170,1,,0,,no,0,1,Q3 — Solde moyen-haut,CHAUD,0.3269630056969873,D5,PRIORITÉ 3 — Nurturing
48,management,married,primary,no,1513,no,no,cellular,29,jan,166,2,,0,,no,0,1,Q3 — Solde moyen-haut,CHAUD,0.32388067690847927,D5,PRIORITÉ 3 — Nurturing
36,blue-collar,married,primary,no,871,yes,yes,telephone,18,nov,2,1,,0,,no,0,1,Q3 — Solde moyen-haut,TIÈDE,0.024207552271684172,D1,PRIORITÉ 4 — Ne pas contacter
25,technician,single,secondary,no,1298,no,no,cellular,2,sep,206,7,94.0,2,other,no,0,0,Q3 — Solde moyen-haut,TIÈDE,0.7173916482317284,D7,PRIORITÉ 1 — Contacter en urgence
40,technician,single,secondary,no,360,yes,no,,9,may,73,1,,0,,no,0,1,Q2 — Solde moyen-bas,TIÈDE,0.01811334678178659,D1,PRIORITÉ 4 — Ne pas contacter
33,services,married,tertiary,no,597,no,no,cellular,4,feb,134,1,,0,,no,0,1,Q3 — Solde moyen-haut,TIÈDE,0.591706404973382,D6,PRIORITÉ 2 — À qualifier
30,blue-collar,divorced,secondary,yes,457,yes,no,,20,jun,115,20,,0,,no,0,1,Q2 — Solde moyen-bas,FROID,0.022479339714935837,D1,PRIORITÉ 4 — Ne pas contacter
27,services,single,secondary,no,2457,yes,no,,29,may,123,4,,0,,no,0,1,Q4 — Solde élevé,TIÈDE,0.024027647442075275,D1,PRIORITÉ 4 — Ne pas contacter
34,technician,married,tertiary,no,2069,no,no,cellular,20,aug,328,2,,0,,no,0,1,Q4 — Solde élevé,TIÈDE,0.46914635329095694,D5,PRIORITÉ 2 — À qualifier
28,services,single,secondary,no,47,no,no,cellular,22,jul,405,2,,0,,no,0,1,Q1 — Faible solde,TIÈDE,0.5853036018971108,D6,PRIORITÉ 2 — À qualifier
40,blue-collar,married,primary,no,13,yes,no,,4,jul,178,1,,0,,no,0,1,Q1 — Faible solde,TIÈDE,0.023156011494064863,D1,PRIORITÉ 4 — Ne pas contacter
47,retired,married,secondary,no,-71,yes,no,cellular,11,aug,293,5,,0,,no,0,1,Q1 — Faible solde,TIÈDE,0.14239785375200584,D4,PRIORITÉ 4 — Ne pas contacter
59,,divorced,,no,27,no,no,,5,may,347,3,,0,,no,0,1,Q1 — Faible solde,TIÈDE,0.053511609274766885,D3,PRIORITÉ 4 — Ne pas contacter
30,services,single,secondary,no,-114,yes,no,cellular,21,jul,396,2,,0,,no,0,1,Q1 — Faible solde,TIÈDE,0.3192014517528665,D5,PRIORITÉ 3 — Nurturing
39,unemployed,single,secondary,no,2645,yes,no,,21,may,339,3,,0,,no,0,1,Q4 — Solde élevé,TIÈDE,0.03393990617287521,D2,PRIORITÉ 4 — Ne pas contacter
44,blue-collar,married,secondary,no,1025,yes,no,,18,jun,200,1,,0,,no,0,1,Q3 — Solde moyen-haut,TIÈDE,0.04143758262359228,D2,PRIORITÉ 4 — Ne pas contacter
46,management,single,tertiary,no,2044,no,no,telephone,4,feb,25,1,,0,,no,0,1,Q4 — Solde élevé,CHAUD,0.07200663303424616,D3,PRIORITÉ 4 — Ne pas contacter
32,housemaid,married,tertiary,no,10,yes,no,,2,jun,658,2,,0,,no,0,1,Q1 — Faible solde,TIÈDE,0.6835748113411872,D6,PRIORITÉ 1 — Contacter en urgence
35,admin.,divorced,secondary,no,0,no,yes,cellular,14,jul,245,2,,0,,no,0,1,Q1 — Faible solde,TIÈDE,0.1519861056588022,D4,PRIORITÉ 3 — Nurturing
35,management,single,tertiary,no,644,yes,no,,30,may,120,2,,0,,no,0,1,Q3 — Solde moyen-haut,CHAUD,0.025831748429017292,D2,PRIORITÉ 4 — Ne pas contacter
38,management,married,tertiary,no,4293,yes,no,cellular,6,may,92,2,250.0,2,failure,no,0,0,Q4 — Solde élevé,CHAUD,0.07626063568078974,D3,PRIORITÉ 4 — Ne pas contacter
27,housemaid,married,primary,yes,-238,no,no,cellular,14,jul,132,4,,0,,no,0,1,Q1 — Faible solde,FROID,0.05678184817652721,D3,PRIORITÉ 4 — Ne pas contacter
32,housemaid,divorced,secondary,no,-613,yes,no,cellular,15,apr,266,2,,0,,no,0,1,Q1 — Faible solde,TIÈDE,0.20006473515161818,D4,PRIORITÉ 3 — Nurturing
37,admin.,divorced,secondary,no,1573,yes,no,cellular,12,may,639,3,326.0,10,failure,no,0,0,Q3 — Solde moyen-haut,CHAUD,0.7614459781345573,D7,PRIORITÉ 1 — Contacter en urgence
59,entrepreneur,married,tertiary,no,1728,no,no,cellular,7,jul,575,2,,0,,no,0,1,Q4 — Solde élevé,TIÈDE,0.7297883315071938,D7,PRIORITÉ 1 — Contacter en urgence
32,technician,married,tertiary,no,15,no,no,cellular,14,may,226,1,346.0,1,failure,no,0,0,Q1 — Faible solde,TIÈDE,0.5223807353571853,D6,PRIORITÉ 2 — À qualifier
31,technician,married,secondary,no,-160,yes,no,cellular,14,jul,126,6,,0,,no,0,1,Q1 — Faible solde,FROID,0.025598615643511048,D2,PRIORITÉ 4 — Ne pas contacter
55,technician,married,secondary,no,312,no,no,cellular,6,feb,13,8,9.0,3,other,no,0,0,Q2 — Solde moyen-bas,TIÈDE,0.03566290146389686,D2,PRIORITÉ 4 — Ne pas contacter
26,technician,single,secondary,no,33,no,no,cellular,23,jul,91,7,,0,,no,0,1,Q1 — Faible solde,TIÈDE,0.05379878619025984,D3,PRIORITÉ 4 — Ne pas contacter
30,blue-collar,single,secondary,no,80,yes,yes,cellular,5,may,145,1,337.0,4,failure,no,0,0,Q1 — Faible solde,FROID,0.10472459164170259,D3,PRIORITÉ 4 — Ne pas contacter
34,admin.,married,secondary,no,445,no,no,cellular,19,aug,256,2,,0,,no,0,1,Q2 — Solde moyen-bas,CHAUD,0.33475095191203624,D5,PRIORITÉ 3 — Nurturing
83,retired,divorced,primary,no,4565,no,no,cellular,13,sep,175,2,,0,,no,0,1,Q4 — Solde élevé,CHAUD,0.7102100287343162,D7,PRIORITÉ 1 — Contacter en urgence
46,self-employed,married,primary,no,3262,no,no,cellular,14,aug,77,8,,0,,no,0,1,Q4 — Solde élevé,TIÈDE,0.015371223255343644,D1,PRIORITÉ 4 — Ne pas contacter
48,blue-collar,married,primary,no,559,yes,no,,15,may,1231,2,,0,,no,0,1,Q3 — Solde moyen-haut,TIÈDE,0.8220347027980611,D8,PRIORITÉ 1 — Contacter en urgence
47,blue-collar,married,secondary,no,4840,no,no,,16,jun,53,1,,0,,no,0,1,Q4 — Solde élevé,TIÈDE,0.033332397891834266,D2,PRIORITÉ 4 — Ne pas contacter
31,technician,married,secondary,no,-302,no,no,cellular,13,aug,195,2,,0,,no,0,1,Q1 — Faible solde,TIÈDE,0.09374202961038397,D3,PRIORITÉ 4 — Ne pas contacter
32,entrepreneur,married,,no,73,yes,no,cellular,21,nov,158,1,135.0,1,failure,no,0,0,Q1 — Faible solde,TIÈDE,0.22027368921869853,D4,PRIORITÉ 3 — Nurturing
32,technician,married,secondary,no,4790,yes,no,cellular,22,jul,314,2,,0,,no,0,1,Q4 — Solde élevé,TIÈDE,0.217820386437957,D4,PRIORITÉ 3 — Nurturing
39,admin.,single,secondary,no,1078,no,no,,3,jun,199,3,,0,,no,0,1,Q3 — Solde moyen-haut,CHAUD,0.06788259027380604,D3,PRIORITÉ 4 — Ne pas contacter
54,management,married,tertiary,no,284,yes,yes,telephone,15,may,65,5,,0,,no,0,1,Q2 — Solde moyen-bas,TIÈDE,0.015201033689774822,D1,PRIORITÉ 4 — Ne pas contacter
55,retired,married,secondary,no,493,yes,no,,13,may,647,7,,0,,no,0,1,Q2 — Solde moyen-bas,TIÈDE,0.5823804607838838,D6,PRIORITÉ 2 — À qualifier
28,technician,single,secondary,no,100,yes,no,cellular,13,may,70,5,,0,,no,0,1,Q1 — Faible solde,FROID,0.02454462549403551,D1,PRIORITÉ 4 — Ne pas contacter
48,housemaid,single,secondary,no,1042,no,no,telephone,18,nov,129,2,,0,,no,0,1,Q3 — Solde moyen-haut,TIÈDE,0.05782632748489916,D3,PRIORITÉ 4 — Ne pas contacter
44,management,married,tertiary,no,3665,no,no,cellular,17,mar,325,1,,0,,no,0,1,Q4 — Solde élevé,CHAUD,0.8721867581899658,D9,PRIORITÉ 1 — Contacter en urgence
47,technician,married,secondary,no,-9,no,no,cellular,14,aug,457,2,,0,,no,0,1,Q1 — Faible solde,TIÈDE,0.5793799792776473,D6,PRIORITÉ 2 — À qualifier
43,blue-collar,married,secondary,no,576,yes,yes,,13,may,148,1,,0,,no,0,1,Q3 — Solde moyen-haut,TIÈDE,0.022258508182543078,D1,PRIORITÉ 4 — Ne pas contacter
53,housemaid,married,primary,yes,945,no,no,cellular,29,jan,82,2,,0,,no,0,1,Q3 — Solde moyen-haut,TIÈDE,0.08687198569785719,D3,PRIORITÉ 4 — Ne pas contacter
42,blue-collar,married,secondary,no,108,yes,no,telephone,31,jul,51,21,,0,,no,0,1,Q1 — Faible solde,FROID,0.00981508007826433,D1,PRIORITÉ 4 — Ne pas contacter
39,management,single,tertiary,no,93,yes,yes,cellular,13,may,196,2,331.0,3,failure,no,0,0,Q1 — Faible solde,TIÈDE,0.1757015814164211,D4,PRIORITÉ 3 — Nurturing
37,blue-collar,married,secondary,no,-97,yes,no,,5,jun,135,2,,0,,no,0,1,Q1 — Faible solde,TIÈDE,0.019604203952308365,D1,PRIORITÉ 4 — Ne pas contacter
58,management,married,tertiary,no,3768,yes,no,,18,jun,316,1,,0,,no,0,1,Q4 — Solde élevé,CHAUD,0.05264438475470734,D3,PRIORITÉ 4 — Ne pas contacter
31,services,single,secondary,no,8,no,no,cellular,7,jul,340,3,,0,,no,0,1,Q1 — Faible solde,TIÈDE,0.23166815469405241,D4,PRIORITÉ 3 — Nurturing
40,technician,married,secondary,no,66,yes,no,,12,may,29,8,,0,,no,0,1,Q1 — Faible solde,FROID,0.009357273637479423,D1,PRIORITÉ 4 — Ne pas contacter
38,services,married,secondary,no,0,no,yes,cellular,16,jul,1473,6,,0,,no,0,1,Q1 — Faible solde,FROID,0.9095066141063375,D9,PRIORITÉ 1 — Contacter en urgence
46,admin.,divorced,secondary,no,-637,yes,no,cellular,17,nov,153,1,,0,,no,0,1,Q1 — Faible solde,TIÈDE,0.12981107505059397,D4,PRIORITÉ 4 — Ne pas contacter
31,technician,married,secondary,no,0,yes,yes,cellular,28,jan,71,1,223.0,9,other,no,0,0,Q1 — Faible solde,FROID,0.021148004062619043,D1,PRIORITÉ 4 — Ne pas contacter
32,management,married,tertiary,no,26,no,no,cellular,22,aug,222,6,,0,,no,0,1,Q1 — Faible solde,TIÈDE,0.15956436756057663,D4,PRIORITÉ 3 — Nurturing
46,entrepreneur,married,tertiary,no,4726,yes,no,cellular,8,apr,405,1,,0,,no,0,1,Q4 — Solde élevé,TIÈDE,0.5407200513355666,D6,PRIORITÉ 2 — À qualifier
25,blue-collar,married,secondary,no,1782,yes,no,,19,jun,549,1,,0,,no,0,1,Q4 — Solde élevé,TIÈDE,0.5882327252603963,D6,PRIORITÉ 2 — À qualifier
28,blue-collar,single,secondary,no,3430,yes,no,,6,jun,72,6,,0,,no,0,1,Q4 — Solde élevé,TIÈDE,0.019571394415971697,D1,PRIORITÉ 4 — Ne pas contacter
40,blue-collar,married,primary,no,332,yes,no,cellular,12,may,339,2,369.0,3,failure,no,0,0,Q2 — Solde moyen-bas,TIÈDE,0.18568099184326986,D4,PRIORITÉ 3 — Nurturing
31,admin.,single,secondary,no,554,yes,no,cellular,5,feb,94,1,,0,,no,0,1,Q3 — Solde moyen-haut,CHAUD,0.32733335855061996,D5,PRIORITÉ 3 — Nurturing
39,management,married,secondary,no,0,yes,no,cellular,24,jul,21,21,,0,,no,0,1,Q1 — Faible solde,TIÈDE,0.009572659822210299,D1,PRIORITÉ 4 — Ne pas contacter
36,admin.,married,secondary,no,542,yes,no,,18,jun,604,6,,0,,no,0,1,Q2 — Solde moyen-bas,TIÈDE,0.5668464832911739,D6,PRIORITÉ 2 — À qualifier
37,services,married,secondary,no,393,yes,yes,cellular,13,may,95,1,357.0,1,failure,no,0,0,Q2 — Solde moyen-bas,FROID,0.05280598220752187,D3,PRIORITÉ 4 — Ne pas contacter
48,blue-collar,married,primary,no,134,yes,no,,28,may,315,2,,0,,no,0,1,Q2 — Solde moyen-bas,TIÈDE,0.020129084434814367,D1,PRIORITÉ 4 — Ne pas contacter
34,technician,married,tertiary,no,178,yes,no,cellular,18,nov,85,1,,0,,no,0,1,Q2 — Solde moyen-bas,TIÈDE,0.06648029704909066,D3,PRIORITÉ 4 — Ne pas contacter
24,student,single,primary,no,0,no,no,,5,jun,25,26,,0,,no,0,1,Q1 — Faible solde,TIÈDE,0.029550338002003598,D2,PRIORITÉ 4 — Ne pas contacter
33,management,single,tertiary,no,23,no,no,cellular,20,aug,216,3,,0,,no,0,1,Q1 — Faible solde,CHAUD,0.20492547370390737,D4,PRIORITÉ 3 — Nurturing
54,technician,married,secondary,no,0,no,no,telephone,16,nov,986,1,94.0,8,failure,no,0,0,Q1 — Faible solde,TIÈDE,0.7644876326934351,D7,PRIORITÉ 1 — Contacter en urgence
56,admin.,married,primary,no,202,yes,no,,9,may,178,2,,0,,no,0,1,Q2 — Solde moyen-bas,TIÈDE,0.02428507864392159,D1,PRIORITÉ 4 — Ne pas contacter
